"","geneID","E_Oh43xB73_M_T2_1_B","E_Oh43xB73_M_T2_2_B","E_Oh43xB73_M_T2_3_B","E_Oh43xB73_M_T2_4_B","E_Oh43xB73_M_T2_5_B","E_B73_M_T2_1_B","E_B73_M_T2_2_B","E_B73_M_T2_3_B","E_B73_M_T2_4_B","E_B73_M_T2_5_B","E_Oh43_M_T2_1_O","E_Oh43xB73_M_T2_1_O","E_Oh43xB73_M_T2_2_O","E_Oh43xB73_M_T2_3_O","E_Oh43xB73_M_T2_4_O","E_Oh43xB73_M_T2_5_O","E_Oh43_M_T2_2_O","E_Oh43_M_T2_3_O","E_Oh43_M_T2_4_O","E_Oh43_M_T2_5_O"
"30","Zm00001eb001120",5.03841560726113,4.97275520416921,5.60247705974506,5.0948837479268,5.08496971444533,4.19952582721403,3.62786510382961,4.03254121488914,4.20430315854783,3.99605431170127,4.70473442814658,4.51948599007221,3.66780753074035,5.43828241084852,4.99246445505534,4.61268926232041,4.71335257233978,2.34366023668368,3.96019355116545,4.59729933452512
"31","Zm00001eb001130",6.58234237293998,6.29390524723118,5.64242396065399,5.84089615459928,5.85587170199799,6.38915215919948,5.55065266985503,5.80784494375262,6.17173548110763,6.24544239139078,5.73423842245666,5.65698951382214,5.68488104409929,5.6160695300638,4.90630781130563,6.09601150116573,5.43884538206203,5.90224732198054,5.34923584191135,5.99808285012372
"32","Zm00001eb001180",5.67622208813571,6.33941994859081,5.77673892265905,5.30197837688415,5.42160915909077,6.88761909719665,5.825448747781,5.42886012762111,5.75387898843108,6.89815549165543,2.99532455650094,5.0937220842003,4.40477312490656,4.6368280902306,2.79083059388569,2.4574110368425,4.87532005200317,4.58828260540359,4.0914380844437,3.73627574767393
"33","Zm00001eb001190",3.76461298104887,4.61106381482538,3.31765037939421,5.05851060705275,3.34315128452882,4.12173138784891,4.62276043882233,4.15620576436776,3.91836172328665,4.46105192166295,3.71660852843487,-0.972367106257468,2.0828450300192,-0.492454926714364,4.55636534024867,2.90487001381373,3.48140584429008,2.21241570340543,3.47476672399521,2.76542209333344
"34","Zm00001eb001200",4.55664833581268,3.47436029802362,4.88706538273774,3.90712152044384,3.80858307133841,2.46199047268573,3.12042520945691,3.43789423953715,3.45443623146756,3.1965813477555,2.17818861365075,3.55119484979955,3.7990520640186,4.03110702934265,3.40750195433419,3.39029684098397,2.81002859175145,3.70274132998851,1.88980422327405,2.97954689868629
"35","Zm00001eb001240",6.15622686241272,7.23470377255144,7.69925124292431,7.47369011879156,6.66501316409944,6.90940974034576,6.75495234181526,7.45528682641398,7.125656940764,7.18454114447996,6.01949086763169,6.32225364263416,6.43536144473998,6.82042802856999,6.30179251316307,6.1578507549836,5.93165803615298,6.01485513504891,6.37951840884739,6.19302826611534
"36","Zm00001eb001260",4.45457098137605,3.96932915385757,4.63203922296313,4.36593533828075,4.54319796265088,4.4861235844826,4.49863345992734,4.82240427143608,4.58361624590571,4.38321203081436,4.50011670853811,4.38518489836062,5.65052953930852,4.03110702934265,4.37579309460685,4.28338163706746,4.87532005200317,2.86449239998512,4.66941415484875,4.14393371658717
"37","Zm00001eb001290",6.23122150361287,6.20681604721688,5.20966570775017,6.00222752138473,6.33336218037791,5.53996838260285,6.06464183643889,5.81363869868716,6.55638660247796,5.28804376288728,6.52396345049248,6.51144867100679,6.26417479473376,5.84739507617026,6.08361234311354,6.29260016709683,6.03813466428229,6.53090471432602,6.99693409798047,6.13837419124527
"38","Zm00001eb001340",3.28701882419029,3.4626780704402,3.31765037939421,4.4819672004128,3.03948883086808,2.54980345469738,3.80812236489437,4.04975013753975,3.26897712448963,4.0619605345264,3.34046004254962,2.72807261188362,2.4454151094039,3.75547258672922,4.49864984239238,1.31990751309257,3.72756643155948,3.65298829479141,3.71083408222873,4.2713130230634
"39","Zm00001eb001360",4.79866133197975,4.87850616844971,4.53555173768378,4.7337659655057,4.44285322857961,4.23930793071442,4.73232301440501,3.61237184709309,4.44073894592149,3.53198157107094,3.85196038132976,3.55119484979955,4.56089232682384,2.96697669192293,4.61186045284037,4.6704047601767,3.18442410653295,3.84246609365512,3.53750247934317,3.67615475523636
